id	lastName	givenName1	givenName2	dateOfBirth	sex	countryOfCitizenship	isAlive	nominalLocality	nominalPostcode	recordDate
4qc-vc9	HAWN	DARWIN	LELAND	1988-11-27	M	French Guiana	Y	French Guiana		1998-12-21
7oa-425	DOMINGUE	MINERVA	IVORY	1992-11-07	F	Fiji	Y	Fiji		1999-12-22
umu-u4i	NEUMAN	ROSEMARIE	BRITNEY	1966-02-01	F	Malawi	Y	Malawi		1999-03-28
hj9-v65	WILLETT	RAUL	JULIAN	1957-05-17	M	Australia	Y	Virginia (SA)	5120	2011-12-28
cf0-phe	LARSEN	NICK	MAXWELL	1976-11-07	M	Cyprus	Y	Cyprus		2009-03-21
nt4-9tp	CHRISTIANSON	SHAWNA	CECILE	1945-10-20	F	Papua New Guinea	Y	Papua New Guinea		2000-11-01
cb7-xpu	MCNAMEE	CLAUDIO	ROLAND	1991-10-09	M	Australia	Y	North Haven (SA)	5018	2014-08-03
ehv-rjv	MELANSON	WAYNE	CECIL	2005-11-01	M	Afghanistan	Y	Afghanistan		2011-02-24
qsd-tr4	SCHAFER	DEAN	RICKEY	1955-06-14	M	Fiji	Y	Fiji		2001-02-14
bz6-h5n	COSTA	CHI	KELLEY	2010-08-22	M	South Korea	Y	South Korea		2016-10-20
e8w-83n	BAILES	HERSCHEL	DEWITT	1952-09-18	M	Australia	Y	Warrandyte	3113	2003-11-14
dzv-8dh	SMILEY	CARMINE	ROBERT	1977-12-15	M	Australia	Y	Kooragang	2304	2002-11-06
76n-rgc	BAST	LACY	WALLY	1958-08-01	M	Australia	Y	Mount Burges	6429	2012-05-13
rd7-5wz	BUTTERFIELD	LAVERN	SCOTT	2009-04-24	M	India	Y	India		2017-09-10
tjs-hvz	SOUZA	COLLIN	AHMED	1946-08-01	M	Australia	Y	Yarraville	3013	2006-04-26
ram-ire	CORLEY	TAWNYA	RAY	2004-07-14	F	Armenia	Y	Armenia		2014-08-23
sbw-vz0	HERBST	INA	MONA	1945-07-24	F	Honduras	Y	Honduras		2000-08-12
vd5-bcp	STACK	TERESA	JODIE	1962-10-04	F	Australia	Y	Port Noarlunga	5167	2001-04-25
kg8-o6p	FERREIRA	GUILLERMO	GRAIG	1977-12-11	M	Australia	Y	Albion (Brisbane - Qld)	4010	2013-03-28
fga-wuc	LOOPER	GINO	RUBIN	1934-12-06	M	Australia	N	Lake Cargelligo	2672	1999-03-28
se6-2dw	COTTINGHAM	DEBRAH	KENDRA	1940-06-12	F	Vietnam	Y	Vietnam		2009-12-05
h5t-28a	GREENSTEIN	ESTELA	TOYA	1974-10-07	F	Vietnam	Y	Vietnam		1999-10-03
8q7-nyb	FARIA	GERTRUDE	HANNA	1951-11-13	F	Guinea	Y	Guinea		2005-09-28
3da-7ak	WINTER	TERESA	LETTIE	2001-10-15	F	Australia	Y	Warrnambool	3280	2012-05-14
4sf-83h	VANCE	MICAELA	CHARLINE	2001-04-17	F	Australia	Y	Ashgrove	4060	2017-08-22
4o0-o43	AITKEN	LI	GEORGETTE	1988-04-19	F	Australia	Y	Mount Lawley	6050	2015-07-21
70w-jxq	CONSTANTINO	MARYLEE	LASHONDA	1989-10-02	F	Malta	Y	Malta		2004-09-11
d2o-b94	SIX	COLETTE	SILVIA	2010-07-28	F	Australia	Y	Faulconbridge	2776	2017-12-16
wxj-qs7	MOSELEY	TWILA	PAUL	1987-04-08	F	Australia	N	Tomingley	2869	2006-10-18
oka-rd8	LAPORTE	FLORENCIO	HAYDEN	1942-05-12	M	China	Y	China		2010-02-05
0ga-czt	THURBER	ELMO	EDDY	1960-06-21	M	Australia	Y	Moore Park	2021	2003-06-03
4z5-4sn	RANDAZZO	JAIMIE	ANNE	1987-10-23	F	Australia	Y	Dee Why	2099	2004-11-19
n4f-drs	ALLISON	PHILLIP	ALDO	1984-05-23	M	Australia	Y	Launching Place	3139	2004-10-17
dc7-tqo	KELSO	WILHELMINA	LISSETTE	1933-04-06	F	Australia	N	Northbridge (NSW)	2063	2001-01-03
8oi-q0u	KUNTZ	LORA	DOLLIE	1986-12-21	F	Australia	Y	Springsure	4722	2017-04-11
uao-igh	PRIDEMORE	CORRINE	MIRANDA	1990-10-20	F	Australia	Y	Kidman Park	5025	2016-09-19
bnb-z2f	GREMILLION	TEDDY	VITO	1992-12-03	M	Nigeria	Y	Nigeria		2006-04-27
6cq-q83	FUNKHOUSER	DIAN	CANDANCE	1962-11-10	F	Australia	Y	Creswick	3363	2014-10-27
puv-hk2	HONG	STEWART	RAY	1990-07-10	M	New Zealand	Y	New Zealand		2016-03-06
smw-po3	SOARES	OCTAVIO	JOSE	1971-10-14	M	Australia	Y	Morangup	6083	2011-02-09
dhi-xr8	MARKEY	FELTON	WILBUR	1977-06-26	M	Iraq	Y	Iraq		2003-10-23
v44-yap	VOIGT	DORTHA	ENA	1968-01-03	F	Australia	Y	The Lakes	6556	2001-02-22
p3s-0so	FINNERTY	CHIQUITA	TERRA	1938-05-02	F	Norway	Y	Norway		2002-03-25
7q0-vh7	JANZEN	GLADIS	CARROL	1976-06-05	F	Australia	Y	Dewhurst	3808	2000-02-24
j6e-886	CASTLE	NEWTON	NEAL	1948-12-07	M	Australia	Y	Maddens Plains	2574	2000-12-23
sgx-inj	BONTRAGER	KATY	CATHIE	1988-06-12	F	Libya	Y	Libya		2002-09-07
67q-2y9	LATHAM	OFELIA	STEFANIE	1938-05-17	F	Norway	N	Norway		2005-08-01
9ro-oy6	PITCHER	GLADIS	ERA	1965-09-26	F	Mexico	Y	Mexico		2003-12-19
knp-ehk	ACORD	ANDREW	ARIEL	1979-05-23	M	Australia	Y	Queens Park (NSW)	2022	2014-01-01
wj4-af9	KAUR	DONG	TOD	1981-03-24	M	Australia	Y	Terranora	2486	2008-12-14
ecc-3v7	LEMASTERS	THOMASINA	RENE	1986-08-26	F	Gabon	Y	Gabon		1999-06-16
zuw-20w	NEALE	NILDA	LORI	1944-09-10	F	Australia	Y	Cambooya	4358	2007-11-18
u4v-3jv	PADEN	RODNEY	MICHAL	1955-09-06	M	Chad	Y	Chad		2003-03-13
u50-ynm	KISSINGER	ELVIRA	ABIGAIL	1979-12-24	F	Australia	Y	Emu Creek (Qld)	4355	2004-04-13
rsy-y32	GERMAIN	BELVA	ELVIRA	1944-04-08	F	Australia	Y	Glendalough	6016	2002-09-11
ab6-qaz	GALLION	BETHANY	CECIL	2001-01-02	F	Hungary	Y	Hungary		2011-12-04
gky-jzb	CORDER	JEANNETTE	CARLY	1960-01-19	F	Australia	Y	Cambooya	4358	2009-03-18
9bs-x35	MELANSON	DAWN	TRISTA	1969-12-11	F	Australia	Y	Gunyangara	0880	2009-08-28
7ni-nse	MULLEN	DEE	BOYCE	1963-06-21	M	Papua New Guinea	Y	Papua New Guinea		2002-11-05
moo-seo	HALLOWELL	MELLISA	JOHNNA	1940-01-25	F	Australia	Y	Marsfield	2122	1998-07-12
2s7-wvv	HIXSON	BRYANT	AUGUST	1961-12-24	M	Colombia	Y	Colombia		2010-03-11
e39-uqg	MUENCH	IRVIN	LOGAN	1958-04-04	M	Nicaragua	Y	Nicaragua		2008-03-10
g0k-y04	HUNDLEY	LARRY	CHRISTIAN	1967-04-22	M	Australia	Y	White Hills (Tas.)	7212	2015-02-07
z2i-huo	VOGLER	ELOISE	KANDY	1973-08-07	F	Australia	Y	Guanaba	4210	2004-09-22
eh8-2yf	WIESNER	LEOPOLDO	BYRON	1948-10-19	M	Ghana	Y	Ghana		2013-01-02
s2x-765	FESSLER	MONTE	CARMEN	1940-04-06	M	Australia	Y	Riddells Creek	3431	1999-04-04
ds4-4mg	PRATHER	CARISSA	LARA	1972-06-19	F	Australia	Y	Hawthorn (Vic.)	3122	2007-08-11
0ss-ddp	ALLMAN	TATIANA	TANYA	1970-02-01	F	Myanmar/Burma	Y	Myanmar/Burma		2012-07-14
dcu-4sr	REDFORD	ARRON	LUCIUS	1981-12-06	M	Australia	Y	Kingston Beach	7050	2006-01-16
4pz-w3m	AUMAN	ELLIOTT	MARLON	1950-10-13	M	Australia	Y	Condell Park	2200	2000-10-09
bcq-8gx	DINGER	EUGENIO	ROLLAND	1951-10-18	M	Chile	N	Chile		2017-06-24
jgi-8rb	ESSER	FRANCES	GUADALUPE	2000-09-22	F	Australia	Y	Ardeer	3022	2010-12-02
k9i-uzm	DREXLER	RENE	LINDSEY	1989-11-10	F	Australia	Y	Mysterton	4812	2003-11-05
dv2-o6j	GREGOR	LAVONDA	KANDI	1986-12-20	F	Australia	Y	Clarkson	6030	2002-04-20
jm2-zbz	HALEY	GOLDA	CATHLEEN	1941-03-03	F	Australia	Y	Newtown (NSW)	2042	2010-03-12
nsp-jae	PITTENGER	LAN	EVON	1982-07-12	F	Libya	Y	Libya		2001-05-18
8h4-shs	AUBIN	GERRY	ROCKY	1978-02-12	M	Australia	N	Woodforde	5072	2017-11-15
f5u-fku	EDLER	LUTHER	MARLIN	1950-10-23	M	Australia	Y	Wolli Creek	2205	2012-01-12
eyb-vid	HAND	JOELLEN	BERYL	1964-04-07	F	Australia	Y	O'Sullivan Beach	5166	2000-10-17
3kv-py9	MALLEY	LARISSA	TERESSA	1962-06-13	F	Finland	Y	Finland		2003-10-01
8rm-o6t	PEABODY	SHAMIKA	DARA	1963-03-23	F	Azerbaijan	Y	Azerbaijan		2017-09-06
5sg-297	MACKENZIE	MAVIS	CELESTE	1944-09-26	F	Lebanon	Y	Lebanon		2001-02-03
59i-855	KIELY	ULYSSES	THERON	1978-10-07	M	Australia	N	Sefton	2162	1998-03-15
d0w-zea	SAAD	MIA	ANNABEL	1965-04-14	F	Australia	Y	Kurrajong	2758	2007-10-13
0zi-3jq	YOUNGBLOOD	DEWITT	SALVADOR	1972-10-14	M	Philippines	Y	Philippines		2003-01-10
g0c-upz	MCCAY	LYNDA	MARISELA	1976-12-01	F	Australia	Y	Henley Beach South	5022	2015-01-19
uet-zsj	RONE	IAN	ASHLEY	1970-12-11	M	Australia	Y	Eudlo	4554	2000-02-22
9qp-nnt	RICHARD	RONNY	HECTOR	1993-02-10	M	Japan	Y	Japan		2015-08-23
7mq-kfc	LAMBRIGHT	ALEJANDRO	ORVAL	1994-01-02	M	Australia	Y	Valley View	5093	2014-04-20
j8h-j6y	SEABOLT	NADINE	PENNY	1995-09-08	F	Haiti	Y	Haiti		2010-02-12
g5j-t7e	HARTMAN	SHANDA	JAMMIE	1989-11-20	F	Georgia	Y	Georgia		2006-06-24
woo-kze	BLATT	VESTA	MARGARETTE	2008-04-20	F	Australia	Y	Emungalan	0850	2012-09-13
vvm-j8c	WILBORN	WILFREDO	KEN	1996-08-04	M	Pakistan	Y	Pakistan		2005-07-16
zmv-agh	WYATT	SALVADOR	RAUL	1998-03-03	M	Italy	Y	Italy		2004-05-13
qf9-qz9	FELTNER	RICHARD	NOREEN	1936-01-15	F	Gambia	Y	Gambia		2001-10-06
2mc-55c	BRAUN	ELTON	DARYL	1929-03-03	M	Cambodia	Y	Cambodia		1998-06-18
sm2-p06	HADDOX	HARRISON	EDMUNDO	1985-01-19	M	Australia	Y	Mildura	3500	2003-01-25
yjj-x7i	CHILDS	DEANN	SHARON	1958-11-26	F	Myanmar/Burma	Y	Myanmar/Burma		2012-07-18
8ar-od7	LEJEUNE	MILISSA	COLEEN	1952-08-04	F	Australia	N	National Park	7140	2014-09-12
g44-3w7	WACKER	REYES	TYREE	1939-03-11	M	Niger	N	Niger		2002-11-05
m5k-uki	APPERSON	MADELYN	MARIBEL	1940-09-09	F	Pakistan	Y	Pakistan		2008-11-28
dom-aw6	FRIDAY	AURORA	MARANDA	1989-08-02	F	Australia	Y	Paechtown	5245	2001-07-12
e56-4xr	CANE	MARYELLEN	HERMINIA	1986-03-04	F	Australia	Y	Watsons Bay	2030	2009-01-04
4uf-f43	COSBY	LILIANA	MARTINE	1979-11-13	F	Thailand	Y	Thailand		2009-10-14
zhj-qe8	NORTON	THERON	DANE	1979-09-08	M	Australia	Y	Meekatharra	6642	2006-08-19
pp5-6b8	CHAMBLESS	AARON	MAX	1975-01-03	M	Australia	Y	Brighton East	3187	2011-09-10
rvz-0jp	JANSSEN	IVONNE	AUBREY	1943-06-03	F	Afghanistan	Y	Afghanistan		2008-09-19
krh-vxh	MAKI	ELEANORE	KANDI	1960-03-28	F	Australia	Y	South Maclean	4280	2009-09-06
9rh-sr5	ANDERSEN	MITCH	EDISON	1951-12-22	M	Vietnam	N	Vietnam		2016-06-16
wfk-46b	HAMPTON	FERNANDO	VANCE	1994-03-28	M	Australia	N	Daisy Hill (Qld)	4127	2015-05-17
6ng-ayy	DRIGGERS	TOMAS	JON	1979-11-02	M	Greece	Y	Greece		2014-11-19
hzb-zpu	SCHAUB	SANDY	JASON	2002-09-02	M	South Africa	Y	South Africa		2008-10-21
w5a-z45	DAVIE	STAN	LAUREN	1945-06-01	M	Finland	N	Finland		2008-05-06
p2m-ekf	DANFORTH	CORNELIA	DEBBY	1999-08-26	F	Australia	Y	Jurien Bay	6516	2007-05-10
w7w-fuk	CANFIELD	CURTIS	ERICK	1979-11-28	M	Australia	Y	Robina	4230	2012-03-24
ezy-aed	FREED	SOL	RUBIN	1947-01-26	M	Cambodia	N	Cambodia		2009-09-26
zdy-oso	RIEHL	SASHA	ILSE	1976-06-11	F	Australia	Y	Canterbury (NSW)	2193	2002-10-07
boy-59v	KILEY	OTHA	VALENTIN	1946-04-09	M	Australia	Y	Beremboke	3342	2008-05-22
0s9-sde	CONRAD	JARVIS	ALBERT	1939-04-15	M	Cambodia	Y	Cambodia		1998-05-27
gsr-k6y	SHIPP	WAYNE	EMILE	1975-08-07	M	Australia	Y	Chum Creek	3777	2012-05-11
bwy-9ub	HOSTETTER	TAWANNA	TRESSA	1946-09-06	F	Australia	Y	Kensington (NSW)	2052	2000-04-25
2k4-7o2	LINDSEY	LEANN	DOLLY	1991-05-21	F	Australia	Y	Aldgate	5154	2013-01-02
chz-3f7	EAGER	CHERIE	EBONI	1985-01-11	F	Australia	Y	Hampton East	3188	1998-07-26
k7i-0v7	LOUIE	VIOLETA	ILEANA	1967-12-19	F	Chad	Y	Chad		2012-10-27
jzu-nnj	ALLMON	JOHNNY	ALDEN	1947-10-13	M	Australia	Y	Yandoit	3461	2012-12-01
fy4-ck3	BELTZ	MIQUEL	ARMAND	1946-01-04	M	Eritrea	Y	Eritrea		2003-10-10
2jd-rjr	GILLESPIE	JACALYN	ROBBIE	2000-01-14	F	France	Y	France		2017-11-13
ecx-yae	SUTCLIFFE	ELIZABETH	JACLYN	1997-02-24	F	Samoa	Y	Samoa		2006-11-05
uqm-dfy	HALES	JOAN	NICKOLAS	1999-11-18	M	Australia	Y	Yarraman (Qld)	4614	2015-07-21
kgh-ef8	BLOM	BETH	JO	1935-01-17	F	Afghanistan	N	Afghanistan		2004-10-06
cmt-km4	LEATHERMAN	ALFONSO	ELTON	1981-10-16	M	Australia	Y	Cambrai	5353	2008-07-22
0r7-70f	DILWORTH	SAMMY	BILL	1976-11-27	M	Australia	Y	Holtze	0829	2011-07-24
2de-3w2	KRULL	ROSS	BRADY	2000-10-27	M	Australia	Y	Clayfield	4011	2013-06-26
3gb-9gq	SOLIMAN	RUSS	BROCK	1961-05-17	M	Gabon	Y	Gabon		2003-08-20
xkt-txo	PRIDGEN	JARVIS	LELAND	2003-05-23	M	Great Britain	Y	Great Britain		2011-11-11
rhi-p25	RACHEL	ISAIAH	GRAIG	2006-04-19	M	Australia	Y	Sorrento (Vic.)	3943	2010-06-17
dkb-yjy	BOLAND	ABBIE	ESMERALDA	1972-05-05	F	El Salvador	Y	El Salvador		1999-09-05
yv5-ooq	MANSOUR	EMIL	DANILO	1973-01-22	M	Australia	Y	St Marys (SA)	5042	2009-08-20
3aq-deg	ACTON	SANFORD	MITCH	1981-03-07	M	French Guiana	Y	French Guiana		2014-11-26
vxp-dm3	ELIA	BILLY	DINO	1959-10-28	M	Liberia	Y	Liberia		2002-01-01
4n8-5so	CONLEY	GARRET	ELI	1962-09-16	M	Malaysia	Y	Malaysia		2008-04-28
ett-vzf	STEED	GLENN	CESAR	2000-10-05	M	Australia	Y	Charlton (Vic.)	3525	2015-09-25
eah-h2u	GRAZIANO	BARNEY	WES	1955-06-25	M	Australia	Y	Roselands	2196	2013-11-26
327-vm5	DUGGAN	LEONE	CORY	1987-03-05	F	Australia	Y	Charlton (Vic.)	3525	2012-12-27
04y-xus	BONNETT	LYMAN	CORY	1985-05-17	M	Gambia	Y	Gambia		2003-04-05
e7h-3b8	HEBERT	ELLIE	BONITA	1975-08-16	F	Australia	Y	Middlemount	4746	2010-10-28
igw-us3	GADD	SHELLY	MAMIE	2001-10-17	F	Cape Verde	Y	Cape Verde		2008-08-17
wwp-uaw	CRUTCHFIELD	FILIBERTO	BERT	1932-04-21	M	Turkey	Y	Turkey		1998-07-09
tpe-yej	KINSLOW	STEPHANIE	NATHALIE	1979-11-09	F	Guyana	Y	Guyana		2004-02-06
c6y-3qg	HAZEL	BRICE	ADOLFO	1976-08-05	M	Australia	Y	Centennial Park (NSW)	2021	2011-08-24
e2e-248	DESILVA	SALINA	MILLICENT	1958-08-14	F	Australia	Y	Trunding	4874	2005-06-15
m90-kme	FRYER	RUBY	IDALIA	1974-07-14	F	Australia	Y	Mount Pelion	4741	2015-03-04
2e6-cik	NEWELL	RAQUEL	DONITA	1981-04-23	F	Australia	Y	Shortland	2307	2011-06-04
820-vcf	NEUMAN	GRAIG	BURL	1972-10-12	M	Australia	Y	Waterford (Qld)	4133	2002-12-03
ovd-nmf	ATWOOD	ELLIOTT	CLARK	1947-09-17	M	South Africa	Y	South Africa		2000-12-17
xi6-nhv	DUDA	KYRA	ANGELA	1930-08-04	F	Australia	Y	Lakesland	2572	1998-08-18
xsz-rt4	MASSON	JULIAN	FOREST	1997-05-18	M	Australia	Y	Valley View	5093	2010-07-06
xa5-3m7	HAIDER	ABRAM	MERVIN	1967-03-19	M	Philippines	Y	Philippines		2005-09-28
fr6-5h0	BUNN	VERGIE	LEONA	2000-12-05	F	Australia	Y	Ferny Hills	4055	2007-12-12
f8a-ykh	HUNSBERGER	JAKE	JOEL	1946-09-16	M	Pakistan	N	Pakistan		2000-12-05
4ww-xyy	WEBSTER	OREN	VERN	1996-11-18	M	Australia	Y	Tweed Heads West	2485	2002-10-22
p69-5te	BALES	HARRY	HANK	1974-02-05	M	Australia	Y	Kyneton	3444	2015-04-02
a4d-u0e	ROBINETT	MARCY	SHIRLEE	1967-09-23	F	Australia	Y	Kunda Park	4556	2003-08-21
twv-4ud	LINDEN	TEENA	FRIEDA	1941-11-17	F	Australia	Y	Buronga	2739	1999-01-26
aiq-r7g	CASPER	PAUL	RALEIGH	1958-03-17	M	Australia	Y	Longreach (Qld)	4730	2012-02-20
cgk-k32	WILKS	EMORY	DARREN	1937-08-05	M	Australia	Y	Brunswick (Vic.)	3056	2000-03-23
66u-r52	HUBBELL	JACKIE	LESLIE	1985-02-17	M	Malta	Y	Malta		2000-09-08
9zn-uo6	CARY	ZOE	PEGGY	1944-05-13	F	Australia	Y	Tingalpa	4173	2002-12-15
khb-e7d	DELONG	GRANVILLE	PERCY	1941-07-01	M	Australia	N	Zilzie	4710	2000-11-27
pv2-w4s	PEACOCK	HANNA	RAY	1960-02-04	F	Australia	Y	Glenden	4743	1999-10-02
gh5-bq5	HARTY	DENNA	ELEANOR	1991-11-22	F	Australia	Y	Mundingburra	4812	2010-03-09
6xf-qdg	COVINGTON	SAMUAL	TREY	1953-11-13	M	Nigeria	Y	Nigeria		2005-09-26
7gm-4v6	BATY	CHRISTIANA	LORRI	1986-08-16	F	Brazil	Y	Brazil		2017-07-04
3h3-z4b	RENTZ	MERRILL	LAMONT	2000-10-22	M	Australia	Y	North Haven (SA)	5018	2012-05-20
4pp-xy3	LOVEDAY	GLENN	RUDY	1962-11-26	M	Australia	Y	Bardon	4065	2015-09-11
n2t-dtk	CUTHBERTSON	JAMIE	DARWIN	2006-07-07	M	Australia	Y	Drumborg	3304	2013-03-24
akc-32c	KUHLMAN	ZONA	MARQUITA	1986-01-03	F	Australia	Y	Toora (Vic.)	3962	2006-10-19
xsx-24u	FEATHERS	LORIE	CATHERINE	1954-10-25	F	Australia	Y	Elimbah	4516	2003-09-13
tgt-a8z	SWANK	WILDA	MURIEL	1988-03-12	F	Australia	Y	Ardeer	3022	1999-12-01
s3p-m7e	BRANNEN	FRANCISCO	WINFRED	1981-05-25	M	Australia	Y	Yinnar	3869	2013-08-17
r6h-zek	BLAKELY	BART	CLEMENTE	1995-10-09	M	Australia	Y	Mount George (SA)	5155	2008-09-17
ddi-9jq	GRANDY	JEANNINE	GUSSIE	1939-09-21	F	Australia	Y	Yass	2582	2003-06-25
qzf-0ng	NIEMEYER	CORDELL	VICTOR	1975-12-13	M	Australia	Y	Middlemount	4746	2017-12-16
rhd-mei	RAMBO	DOUGLAS	BLAINE	2003-08-14	M	Georgia	Y	Georgia		2014-06-06
qt2-tvv	MCCARTNEY	JOE	EARLINE	1971-03-01	F	Australia	Y	Hastings Point	2489	2003-03-13
3n5-paq	HOLLANDER	MARIANA	ETTA	1990-03-27	F	Australia	Y	Seaford Rise	5169	2014-04-13
b8w-rm6	BRATCHER	SUNNY	MAXIE	1986-09-07	F	Australia	Y	Keysborough	3173	2002-03-27
mq6-g5y	BAREFOOT	MELBA	DIANE	1982-02-09	F	Australia	Y	Cocoroc	3030	2005-01-01
qpr-pp4	CHAMPLIN	MIRIAN	MAYME	1980-04-24	F	Australia	Y	McMahons Point	2060	2016-08-10
opv-ebq	MAHMOOD	ANASTASIA	MARCELLE	1969-01-17	F	Guinea	Y	Guinea		2010-01-19
okh-kpf	GABLE	DANNY	JESS	1966-01-15	M	Australia	Y	Capel	6271	2002-06-06
jjt-pme	BLACKBURN	GERDA	LUE	1996-01-09	F	Samoa	Y	Samoa		2004-05-17
qrw-6bf	BILLINGSLEY	JENNIFER	DEANA	1982-02-17	F	Australia	Y	Greenacre	2190	2014-03-21
yzi-6pd	PITZER	ROSELLA	ALLIE	1996-11-01	F	Australia	Y	Waitpinga	5211	2002-06-03
gav-k7q	FARROW	TY	GASTON	1954-12-20	M	Australia	Y	Boronia	3155	1998-01-05
vxo-efc	SAYLES	PHOEBE	EVELIA	1989-08-25	F	Philippines	Y	Philippines		2005-01-15
ffj-k5m	TAFT	DENIS	ELMER	1971-04-25	M	Greece	Y	Greece		2010-10-04
8j6-rvh	BAREFIELD	LUCRETIA	KATINA	2008-11-26	F	Australia	Y	South Morang	3752	2017-03-24
o63-xu5	ZEHNER	LULA	YASMIN	1972-12-26	F	Australia	Y	Research	3095	2004-07-28
f0b-mzq	EBERHART	RUSSELL	MARCELLUS	1936-05-26	M	Australia	N	Butler (WA)	6036	2002-06-17
76s-a6y	AHO	ALDEN	CRUZ	1964-02-27	M	Australia	Y	Menzies (SA)	5223	2016-01-02
9rq-0h9	MARR	IMELDA	AURELIA	1950-06-04	F	Brazil	Y	Brazil		2013-03-07
iai-b5h	FERREE	LATANYA	DAMARIS	1985-11-18	F	Australia	Y	New Gisborne	3438	1999-07-20
n9j-0d0	LARSON	TOYA	APRIL	1958-08-16	F	Oman	Y	Oman		2005-05-22
zot-vy6	BRADBURN	MORRIS	MARVIN	1942-03-14	M	Australia	Y	Clayton	3168	2008-09-19
65y-k3w	RYDER	CONCETTA	SUSAN	1969-08-28	F	Ghana	Y	Ghana		2014-02-06
j2v-nja	PASCAL	LANCE	ELTON	1950-04-04	M	Australia	Y	Dennes Point	7150	2000-02-18
7ss-p5r	GODDARD	HARRIS	DEAN	1982-01-22	M	Australia	Y	North West Cape	6707	2010-12-18
042-8pu	NICKELS	NICK	KRAIG	1987-02-23	M	Australia	Y	Northbridge (WA)	6003	2013-04-01
xkg-cuu	MYRICK	HERSCHEL	CODY	1970-12-23	M	Australia	Y	Barry (Blayney - NSW)	2799	2005-05-17
7n8-qch	FURLONG	ALPHA	GABRIELLA	1949-07-11	F	Australia	Y	Dalton	2581	2007-10-28
vbn-sgt	BEEBE	MARGARETE	RENITA	2011-11-28	F	Laos	Y	Laos		2016-04-15
3zi-i7d	DUGAN	RODERICK	ROYAL	1944-04-14	M	Australia	Y	Enngonia	2840	1998-06-17
e2i-dxj	HEATHERLY	GAYLA	DEDRA	1975-03-08	F	Australia	Y	Pemberton	6260	2010-07-12
nzh-0n5	BYRON	KOREY	FLOYD	1986-11-21	M	Norway	Y	Norway		2002-12-14
hwk-bj0	PALUMBO	DOMINGA	STEPHANIE	2007-11-15	F	Australia	Y	Jalbarragup	6275	2011-09-18
edq-7ir	HUDSON	CHET	MIKE	1943-06-16	M	Laos	Y	Laos		2000-02-04
vd2-7f4	GARNES	ANGELIA	KYLE	1976-05-08	F	Australia	Y	Westlake	4074	2016-04-05
5qp-e5x	METZGER	JOSEPHINE	CORRIE	1959-11-08	F	Georgia	Y	Georgia		2016-11-22
5fy-hxr	PLANK	HOPE	CHERRY	1945-01-20	F	Australia	Y	Blackmans Bay	7052	1998-04-13
ias-06p	BEDNAR	DEDRA	HAYLEY	1991-05-14	F	Malta	Y	Malta		2009-06-22
anp-42s	FELTNER	CHONG	BILLIE	1987-03-26	M	Australia	Y	Thornlie	6108	2013-12-20
gve-hiw	HOY	EDUARDO	SALVATORE	1944-10-04	M	Australia	Y	Silverdale (NSW)	2752	1999-09-12
rva-dfi	SALES	MARICELA	MARGOT	1984-05-03	F	Estonia	Y	Estonia		2015-06-25
k90-mhb	SINE	SHANTA	NOVA	1989-07-25	F	Lebanon	Y	Lebanon		2016-01-28
fha-rfk	REEP	LOLA	KARIE	1970-06-21	F	Australia	Y	South Turramurra	2074	2016-07-13
qtk-j37	BROOKINS	BEN	GIL	1952-11-11	M	Australia	Y	Numulgi	2480	2001-11-13
z82-od8	REASON	RACHELLE	ANNABELLE	1953-04-23	F	Fiji	Y	Fiji		2002-09-25
j29-ckg	MILLIS	BRODERICK	ARLIE	1967-09-26	M	Australia	Y	Dumbalk	3956	2010-04-11
y2h-2u4	CROMER	JO	ANDRIA	1962-03-26	F	Australia	Y	Daglish	6008	1998-05-28
si9-ced	GRAMMER	ERICA	SONJA	1942-08-24	F	Australia	Y	Paris Creek	5201	2007-04-03
3ws-shg	PECK	LINCOLN	BRODERICK	1973-01-22	M	Australia	Y	Kiels Mountain	4559	2001-10-13
i2j-ijm	WILFORD	STANFORD	ERIC	2001-11-25	M	Solomon Islands	Y	Solomon Islands		2015-12-05
yqi-bn5	FIELDS	TIARA	VICKEY	1962-11-12	F	Australia	Y	Mount Elliot (NSW)	2250	2016-02-17
jwf-imy	FORAN	DUSTIN	SEBASTIAN	1971-03-24	M	Australia	Y	Mount Martin	4754	1998-06-07
s4c-wy7	DRAPER	BOBBIE	RODOLFO	1955-03-02	M	Australia	N	Toorak	3142	2016-06-09
q9o-eir	BOLTZ	CLAUDIO	SALVADOR	1983-05-22	M	Pakistan	N	Pakistan		2000-11-20
nmz-jdw	MCGAHA	HELLEN	JODIE	1991-12-06	F	Australia	Y	Young	2594	2004-06-12
jx0-jcz	QUACKENBUSH	FRED	MARQUIS	1963-03-15	M	Australia	Y	Clarence Town	2321	2010-06-09
j6x-ukg	ARNOLD	MILAN	DOMINIQUE	1997-10-04	M	Libya	N	Libya		2007-11-07
ztj-vdu	OMARA	SAUL	EUSEBIO	1941-07-21	M	Australia	N	Coburg North	3058	2007-05-17
ewn-pbv	ZIMMER	ARON	CLINT	1964-08-03	M	Australia	Y	Highbury (SA)	5089	2017-06-20
pcf-wpj	RIX	PATRICA	LUCIA	1967-09-02	F	Australia	Y	O'Sullivan Beach	5166	2002-03-10
gr9-5xt	ORME	RETHA	ELVERA	1962-12-11	F	Australia	Y	Tin Can Bay	4580	2003-12-07
